timestamp,equity,cash,holdings,num_positions,gross_exposure
2025-10-15T10:40:00+00:00,9916.457657221843,-0.5677537328682876,9917.025410954711,20,9917.025410954711
2025-10-15T10:40:00+00:00,9920.694989511496,-1.7870494300012016,9922.482038941496,17,9922.482038941496
2025-10-15T10:45:00+00:00,9916.807904625519,-2.2682895561188854,9919.076194181638,21,9919.076194181638
2025-10-15T10:45:00+00:00,9928.088323264094,-1.7016088293051135,9929.7899320934,18,9929.7899320934
2025-10-15T10:45:00+00:00,9930.323841471265,-0.6282389063447192,9930.95208037761,19,9930.95208037761
2025-10-15T10:45:00+00:00,9918.148560656415,-0.5955015556645815,9918.74406221208,20,9918.74406221208
2025-10-15T10:50:00+00:00,9913.195749168326,-0.5955015556645815,9913.79125072399,20,9913.79125072399
2025-10-15T10:50:00+00:00,9895.492266085233,-11.74021876567307,9907.232484850907,20,9907.232484850907
2025-10-15T10:50:00+00:00,9899.271550742942,-0.5727489328002853,9899.844299675742,21,9899.844299675742
2025-10-15T10:50:00+00:00,9892.880314113536,-0.5399847279294054,9893.420298841465,22,9893.420298841465
2025-10-15T10:55:00+00:00,9885.100294977336,-0.5160952537637752,9885.6163902311,23,9885.6163902311
2025-10-15T10:55:00+00:00,9888.468821879496,-0.5160952537637752,9888.98491713326,23,9888.98491713326
2025-10-15T10:55:00+00:00,9895.822665115003,-0.5172462827111776,9896.339911397714,22,9896.339911397714
